,sentiment,document
5840,2,LG Spectrum Ice Cream Sandwich will start rolling out tomorrow: Starting tomorrow owners of the LG Spectr... http://bit.ly/RwLTNh  #apps
5841,2,Did you know UNLV and UCLA are playing Saturday? So are Texas and Gonzaga. Secret Scrimmages Part Deux from @GoodmanCBS http://www.cbssports.com/collegebasketball/blog/eye-on-college-basketball/20762770/secret-scrimmages-part-ii …
5842,3,"Now that the sun is on him, my iguana is more active."
5843,3,Can't wait for ISS tomorrow.... Not but at least ill have Kenna with me
5844,3,"Happy Birthday Wilt Chamberlain! He may be dead, but was also known for being stiff when he was alive."
5845,3,I love watching Mersey side derbys but you just know Mariner will ruined it in the 1st 10 minutes
5846,2,"FCA tomorrow! What does a butterfly, a circus and you have in common?"
5847,3,"On tha real tho... I don't care if you never go to your schools Young Life, you should definitely go to ALL CITY tomorrow night... #YL"
5848,3,"Who is ready to party with us, March Fourth Marching Band, and MTHDS this Saturday night at the Gothic Theatre?... http://fb.me/1Yxl4CWDY "
5849,3,Idc if tomorrow decides to be a shitty day I'm gonna make it the best goddamn day ever. #determined
5850,2,Kalo messi??RT @RmadridInfo: Pic: Jose Mourinho with Sun mingming (Chinese Basket ball player & one of the ... http://m.tmi.me/yzHDK 
5851,3,ERMAGERD! Conor Oberst @comvb @brighteyesband is playing the Barbican Centre in February. I must find a way.
5852,2,.@Marvel's Phase Two Kicks Off with 'Iron Man 3' Trailer on October 23rd http://www.firstshowing.net/2012/marvels-phase-two-kicks-off-with-iron-man-3-trailer-on-october-23rd/ … via @firstshowing
5853,3,"Happy birthday @justinbieber ! National Bieber Day . Now he's 18th years, but he's #stillkidrauhl #IndonesiaSaysHBDforJustinBieber"
5854,3,Trifecta....Lions win...tigers win....tigers win again = a good Sunday siting on the couch.
5855,3,So in Marching Band we're supposed to have music memorized for Saturday...I've had it down since band camp #whoops #overachiever #dontmindme
5856,2,"Premier League Team of the Week: Van Persie makes cut for 10th time this season as Szczesny, Ashley Young & Jonn... http://adf.ly/60Tda "
5857,3,David Miliband on #BBCQT! This is going to be a wild Thursday night!
5858,3,Counting by Christina Grimmie reminds me of Nashville. I always listen to it on the roadtrip. Saturday will be no exception :)
5859,2,"This Saturday, Cherry Moon will burst with some RAW beatzzz from the masters. You like it RAW??? http://fb.me/15omvCk9I "
5860,1,"This mess is coming towards us tomorrow. SPC has a slight risk out for tomorrow, and we'll know more about what it... http://fb.me/IiUeuIB0 "
5861,3,"Watched The Cabin in the Woods, Silent House, Psycho, and The Rocky Horror Picture Show today! Yay! :)) Tomorrow iba naman ulit! :D"
5862,3,Tryna make tomorrow much better
5863,1,Cliff Avril leaves Detroit Lions game with back injury: Detroit Lions defensive end Cliff Avril left Sunday's game... http://bit.ly/QfPQWy 
5864,2,Apparently there is an Office for the Feast of Blessed Pope John Paul II which is on Monday; http://dariasockey.blogspot.com/2012/10/feast-of-blessed-john-paul-ii-theres.html … #WIN #Catholic #prayer
5865,3,- Joseph Prince (FB):Jesus is not present to find fault with you today. You may have been raised in...Jesus is n... http://on.fb.me/UbtQAG 
5866,3,My sister and I are going to SM this Saturday afternoon to watch Lorax. I am so asking my dad for popcorn money. :))
5867,3,If I ever celebrated halloween I'd either be Janet Jackson from Poetic Justice or the girl w/ the braids from Friday :D
5868,2,"#3DT begins THiS Thursday at the ""S.E.C"" #SignatureEventCenter 2001 South Lumpkin RD $3 w/ College ID $5 w/ regular ID til 11pm!!! #iParty"
5869,3,"Harris English may be playing some incredible golf at the moment, but the AP still labels his photos as ""Zach Johnson."""
5870,2,Timmonsville residents live with guns behind locked doors -- http://www.scnow.com/news/pee-dee/2012/aug/20/timmonsville-residents-live-guns-behind-locked-doo-ar-4372993/ …
5871,3,Starts Friday night Irving plaza NYC me and @bteband touring with Chiodos <- stoked
5872,2,#RUGBY: Danny Care will start the final Test against South Africa on Saturday in a much-changed England team.... http://fb.me/160m1dD4l 
5873,1,"A single-vehicle crash early Sunday morning claimed the life of a Selma teen. James Brandon Banks, 19, was... http://fb.me/24Xl3LBJr "
5874,2,"#Forbes The NYSE, NASDAQ and the other US stock markets all made a wise decision to take rain days on Monday and... http://onforb.es/W4nQLQ "
5875,3,"@pauleyP best line ever as abby ""he wears $3000 sun glasses & has Justin Beiber on his harddrive cant we arrest him for that?"
5876,3,'Simchat Torah Bash!' at the Chaplains tomorrow night at 9! A night you will enjoy as much as Purim! See event for more details!
5877,3,DIRECTIONERS!! NOW WE HAVE TO PROVE THAT WE ARE A BIG FAMILY!! On Friday released video for the song little things
5878,2,"Anderson Cooper and Kristin Chenoweth on His Coming Out: Anderson Live premiered Monday, with Kristi... http://tinyurl.com/c4q4owj  #gay, #lgbt"
5879,3,Really looking forward to the Passion 4 Pink event tomorrow night at Medusa in Brownsville. It's perfect for a... http://fb.me/2t2fgCp9w 
5880,2,Downloaded Joseph Prince - Keep Your Eyes On Jesus - 10 Jun 2012 http://t.real.com/NZ3hGS  with #RealPlayer http://real.com/t 
5881,3,When did Wilt Chamberlain have time for basketball?: TUESDAY marked the birthday of greatest athlete to come fro... http://bit.ly/O38T3B 
5882,2,Sat's KIDS' CLUB is a Halloween special! LABYRINTH (PG) with spooky treasure hunt+ activities from 10:30am. Directed by Jim Henson
5883,3,I Will Be Performing at the DC Star on September 1st Hope Yall Can Come Thru! pic.twitter.com/UXZjcSul
5884,2,Opening Night Warriors vs. Suns: Second Half Game Thread: 0:00 remaining in the 2nd 1 2 3 4 Total Golden St... http://sbn.to/W8XrMZ 
5885,2,Two Guest list tickets to give away for Joan Armatrading's show at St David's on Thursday keep it locked to find out more!
5886,3,"OK, going to be with @ThsKit on Saturday at SM Bacolod, to meet my CRUSH!!! BOOM! XD!! hahahahqa"
5887,3,"tonight $2 tipsy tuesdays at 1433 Arch street at big bangs good food, music, and $2 drinks at ( 15th & Arch http://instagr.am/p/PbNC42pzPy/ "
5888,1,Steve Emerson interview on shameful US response to Islamist Riots on Sun TV :: IPT in the News :: The Investigat... http://shar.es/uxIbi  via
5889,3,Lorenzo Brown gave nervous #NCState fans one less thing to worry about on Tuesday in Spain: http://bit.ly/Miv9Kc 
5890,1,Just watched the whole 2nd season of Breakout Kings only to find out they canceled the fucking show -.-
5891,3,"State qualifiers, young Life, short day tomorrow lifes pretty damn good(;"
5892,3,"Fancy an enhanced acca on your Sunday morning? Take the 9/1 on Espanyol, Lazio & Heracles all winning! http://ow.ly/dKfih "
5893,2,"@MieshaTate @MieshasArmy just saw Rhonda Rousey will be at UFC event in Seattle December 8. You should have the rematch here, near home!"
5894,3,Dont miss this Tonight and tomorrow! BIG Day of the dead celebration!... http://fb.me/1aNyvLKlB 
5895,3,Eskom's #Entrepreneurship #Education Simama Ranta 9 provincial winning schools exhibit at Coca-Cola Dome 13 - 16 September. See you there
5896,3,me myles and will are all sat in Chesters bed with Chester on the floor. drinking. playing FIFA. feel like a boy
5897,2,Drexel cancels classes. Drexel Medicine clinic hours are canceled all day Monday & on Tuesday until at least 12pm due to weather
5898,3,"Asikkk nanti di konser Java Jazz ada kak Sierranya,hmm it's a good news!*lirik @SierraSoetedjo"
5899,2,E L James is writing a 4th book to the fifty shades series! it will be out before christmas :)
5900,2,@tsmithND with the 28th pick...the #packers select Some fat punter out of Wichita St.
5901,3,Can't wait to see the Lakers tomorrow!
5902,2,AUSTRALIAN DIRECTIONERS! does anyone know what time the MTT premire is tomorrow? xx
5903,3,Pack's Brown looks to rebound: Lorenzo Brown and the Wolfpack are hoping today's game against the D... http://bit.ly/z0G8KX  #raleighnews
5904,3,Ted Nugent said it best when he was recently asked: what is America's single worst problem? Apathy. I'd argue Ignorance is a very close 2nd.
5905,2,"Grace means you give something they may not deserve, but you give it to them anyway. - Joseph Prince"
5906,2,"Everybody Needa Fw @JanellesofCpke Nov 3rd. Doors open @ 8. Ppl w/Polo & Leggings $5 Before 9 @djshowtime757 on the Spins, Maino on the Mic!"
5907,3,Gabe Carimi called for his 2nd holding and 3rd in 2 games. But got lucky with offsetting calls. Its his first time facing DE Cliff Avril.
5908,3,#2 in the BCS! Let's all enjoy this moment in the sun. It's been a long time coming for the Wildcat faithful! #EMAW
5909,2,"Yes, it is us: "" Black Triangle Sighting in Plainfield, Illinois on January 4th 2000 - Large triangle ... http://bit.ly/VTZhkA  "" #aliens"
5910,3,TOMORROW! If yu havent marked it in yur calender...DO IT NOW! Christina Grimmie on DWTS! History will be made!
5911,3,"adhitia sofyan on Java Jazz, March 3rd, can't wait! Give me a day off, please..."
5912,2,"Real Madrid coach Jose Mourinho faces further selection dilemmas ahead of Sunday's La Liga trip to Real Mallorca, with Sami Khedira, ..."
5913,2,"Premier League Team of the Week: Van Persie makes cut for 10th time this season as Szczesny, Ashley Yo... http://bit.ly/wW2XQq  #football"
5914,2,It may finally be the Lakers vs Heat #NBA finals matchup due to the Harden trade.
5915,2,And apparently it's also National Bieber Day (young Justin's 18th birthday) as well as St David's Day and #worldbookday
5916,2,Our Business Club's networking dinner with Eskom's CFO Paul O'Flaherty is on 29 October. Book with Lisa 0118704263 pic.twitter.com/DJL5dVku
5917,1,BJP members walk out from JPC meeting on 2G: Bharatiya Janata Party (BJP) members on Tuesday walked out of the p... http://bit.ly/OzXdFC 
5918,3,Take care (geddit) to see A Celebration of Harold Pinter at IP on Sat Aug 25 with celebrated actor Julian Sands - 01943 609539 for tickets
5919,3,This Saturday I'll be playing B2B with Dark-E at Sjoekoe bday bash ( Cherry Moon ). Be there!!! Full line up:... http://fb.me/18oZE8FH3 
5920,2,"This new shirt, with a quote from Dr. Seuss, reminds us that weird we may be, but love is just as weird! http://www.redbubble.com/people/nevermoreshirts/works/9217389 …"
5921,2,"Premier League Team of the Week: Van Persie makes cut for 10th time this season as Szczesny, A... http://bit.ly/wW2XQq  #football #soccer"
5922,2,"I added a video to a @YouTube playlist http://youtu.be/1OWMlAeL5z0?a  FRANCIS M. - History of the Disease - March 7, 20"
5923,2,"#vashon is already abuzz with the news that 2013 Strawberry Festival is the 3rd week of July. Calanders are being marked, plans being made."
5924,3,Pakistan Cricket Board hopeful of Bangladesh visit: Karachi: Pakistan's cricket board said on Sunday it hopes to... http://bit.ly/VUug07 
5925,3,"Love Shepard Fairey's work and in particular this portrait of Bob Dylan, the reluctant spokesman: http://www.guardian.co.uk/artanddesign/gallery/2012/oct/17/obamas-hope-the-work-of-shepard-fairey?CMP=twt_fd#/?picture=397920398&index=7 …"
5926,3,"Tryna prepare myself for this concert Sunday. Two of the greatest Hip-Hop/R&B artist on the same stage, same http://instagr.am/p/RdEKXTm3FK/ "
5927,1,"Btw, whoever decided to use Rohypnol as a date rape drug, may you get creepy diseases and may you wish to die every second of your life! >_<"
5928,1,Ahhh Song Joongki.... why you still on the 3rd place ?? *sobs*
5929,3,Happy birthday Roman Abramovich. Treat yourself to a nice present in January. I think Radamel Falcao would fit the bill nicely.
5930,3,"@Freak_Franchise Make Sure you tune into @4playnation On http://UeRadioLive.com , tomorrow from 1pm to 3pm, Special Guest Young Savage"
5931,3,Get excited for The Local Q Birthday Bash on Friday night by checking out the band profile of Trifecta here: http://bit.ly/Oxj42y 
5932,3,"Happy Birthday to the late, great Jim Henson. Changed the world of entertainment. May have to stick a Muppet film on in tribute later"
5933,2,I'll let Killing Joke deal with my Sunday night blues instead. That's Dave Grohl on drums too. http://www.youtube.com/watch?v=T6QLzBSTUEg …
5934,2,Regus 3rd Place site opening throughout Europe. Check out the new UK locations at Beaconsfield and Cobham. http://lnkd.in/TT9zXf 
5935,3,"An incredible day in West Liberty, Ky. A small but strong community moving forward after March 2 tornadoes. http://www.flickr.com/photos/cflouisville/sets/72157631614069845/ …"
5936,2,LPG consumers can now fill up KYC form till Nov 15: The government has extended by 15 days the deadline for filling... http://dlvr.it/2PVzsp 
5937,2,"FB: Warriors fans can pick up the 3rd quarter of ESU's 35-28 win vs West Chester (Oct 6) right now on ROOT Sports (DIRECTV 659, DISH 428)"
5938,3,Mersey side derby then the NFL at wembley. Nice little Sunday lined up.
5939,2,"We are presenting at the MRWA's annual Trifecta on Sept 12 in Northfield, MA. Stop by the booth and see Utility Cloud in action!"
5940,1,This dude from Jerusalem say he can't take a test Thursday b/c holloween Wednesday&he's gonna have a hang over #purehonesty
5941,2,@Kandi: What should tomorrow night's #KandiKoatedNight topic be???? -- how I'm going to get on Kandi Factory!
5942,1,Looks for Tom Boonen but knows he'll be face down in a mountain of sherbet. Race day tomorrow. Prep of pros
5943,2,Dallas Mavericks 1st Round Draft Pick Jared Cunningham could be heading to the D League when the season starts (Source: ESPN)
5944,3,"@Idieshoop let's just say, I call it the Casey's Trifecta. I'll explain in homeroom tomorrow....after I ask Cory to homecoming lol"
5945,3,"Wichita St is just a team full of corncobs. Also, if they play ""We Ready"" today, place will explode. #shakeandbakejays #BOOTSTOASSES"
5946,3,"Celebrating St George's Day, the Bard's Birth Day or even World Book Day? April 23rd is a great day for history, heritage & culture. Enjoy!"
5947,3,"@ryanbertrand3 met you today at Cobham!! Gave you my twitter? Any chance of that follow mate? Thanks for stopping, good luck tomorrow dude!!"
5948,3,"@crazycharmx3 i love doing that, hey we are running the fox run tomorrow together k ? lets try and beat the record"
5949,2,"Each January, a new FAFSA is available for the upcoming school year, and completing it is free when you go to the... http://fb.me/25ivF0vrW "
5950,3,"RG-3 showed me a lot of skill 2day but, the NYG & Defense secures Eli's 24th come from behind victory! Forcing 5 turnovers on WSH #HiHaterz"
5951,2,"Mark Martin qualifies 3rd at Charlotte. Giddy about racing still says ""When I stop racing I will still compete"" pic.twitter.com/vzdEi8LX"
5952,3,"@tinamanihuruk: Come and enjoy Java Jazz on the Move @SMS_Serpong Jan 28th ... | -- Serpong jauh, cyinn! :P"
5953,3,Its Tuesday & time for Young Life! 8:32pm Union Lyceum. Takin' it up a notch tonight! Come join us #whywouldyounot
5954,3,"Can't wait 4 Mon! @nbcagt @sternshow: Check out Bill Carter's piece in the @NYTimes : ""Prime-Time Stern"" http://nyti.ms/JI7m1e  @HowardStern"
5955,2,"Laguna Hills Phone FOX Tuesday Comedy Sizzle: Catch the premieres of New Girl, Ben and Kate an... http://bit.ly/PjKast  Telephone Systems"
5956,3,Not too late to come down to our Monday night open mic to sing or just have a good time! IGUANA 240 W 54 St. Will be here till 9 pm
5957,2,"#NCST extend their biggest lead of the game with a Lorenzo Brown trey. Up 11 pt, 47-36, mid 2nd half!"
5958,3,This time tomorrow I will be at Alexandra Palace seeing Jack White live for the second time in the last two months:D
5959,2,1st I thought he was David Ruffin impersonator. Then I thought he was a backup singer for Miguel. Sn: Your c http://instagr.am/p/RGdRDAOQsS/ 
5960,3,Just got him tickets to the Knicks vs Celtics game on October 20 Lmfao how mad would he be ?
5961,2,"Joseph Prince - None Of Us, All Of Christ! - 14 Oct 2012: http://youtu.be/jOCbZJFvmJ0  via @youtube How much of God's GRACe do you need?"
5962,3,Saturday 27/10/12 Regal in session with The Big Tunes Crew @ the Iguana Reading more niceness to keep ya skanking hard.
5963,3,National Council on Patient Information & Education celebrates its 30th anniversary! Thanks 4 helping many learn about patient & med safety
5964,2,Got plans tonight? Join us at AJ's on Poyntz for Thursday Night Live! Jessica Furney will be playing 7-9 pm http://ow.ly/i/10PEw ...
5965,3,Looking forward to preaching at Plant City's First Baptist Sunday @ 6:30pm. New City Church will be baptizing 2 into the Kingdom. Praise God
5966,2,Geoff Shackelford: Honda Classic Ratings Up 78%: Michael Hiestand with the http://bit.ly/xG3x5c  http://MiuraGolf.com 
5967,3,TONIGHT!!! we proudly pres. our 7th HALLOWEEN party with LIMEWAX & many more - this time at Studio 21 (twenty one) http://fb.me/2ukqCuGuh 
5968,2,"This Saturday GREEN VELVET back at Cherry Moon! Together with DEG, FRANK ZOLEX, YOURI PARKER & DJ GHOST! Be part... http://fb.me/1WuTTKCDB "
5969,2,Glow in the Dark T-Shirt Workshop at Grange Playcentre on Thur 1.11.12 (tomorrow) 10-11.30 am
5970,2,Vanessa and denies are coming shopping with me on black friday.!
5971,3,happy 15th anniversity kuya gloc9 you are number 1 rapper and francis M. .........
5972,2,That's it for the week. I'll talk again later after I my mb and cs class. In other news SimCity is a passalong and venus goes over the sun.
5973,3,Can't wait to see @Dynamomagician in South Africa on the 14th dude is on another level... check this out http://www.youtube.com/watch?v=-tWW3IHZgSg …
5974,2,@PGPackersNews Shield Kids Event October 5th @58 Bar n Grill in Pico Rivera Come n help support the fundraiser 4 abused and abandon children
5975,2,"Spread the word! The Workshop is Dayton, OH is not cancelled! I will be in Ohio tomorrow & I'll be at the party Saturday Night!"
5976,2,Busy preparing for Izzy's Mini Masterclasses in the Studio tomorrow. Decadent chocolate ganache torte to welcome our attendees. Good idea?
5977,2,"SimCity delayed, now erecting on March 5: If you were thrilled by the recent lenghty demonstration of SimCity or... http://tinyurl.com/9e8vth9 "
5978,1,I miss one day & it seems like they're about to give me ISS tomorrow. #wtf #pt
5979,3,"I wish Stevie TV was on i'd be laughing right now, well,Pandora it is !"
5980,3,I will see him perform at club Pulse tomorrow so happy lol my bday... Come party with me having a... http://dlvr.it/242ys9  <via #instagram>
5981,2,Euro Parliament may freeze contacts with Duma until Russia holds free and fair elections - Breaking News Buzz http://goo.gl/blv9z 
5982,2,"The total number of Distressed Properties For Sale declined for the 4th straight week to 282 in Fairfax, Loudoun, and Arlington"
5983,2,WILDCAT WORKOUT OCTOBER 31st in the old gym at 7pm!! #FVSU RrrrrrTttttt
5984,2,"Yes, it is us: "" Black Triangle Sighting in Pompano Beach, Florida on October 28th 2012 - basically it... http://bit.ly/XIMOOK  "" #aliens"
5985,2,Getting ready to head to Pico Rivera to meet up with my #Halloween stylist @tutus18. Trying to get a look together by tomorrow night!
5986,3,Photo: Good Monday Morning and Happy World Book Day! :3 (Taken with instagram) http://tmblr.co/ZC_1ByK7_Bu8 
5987,2,"Track meet tomorrow South Florence, Timmonsville, and the worlds finnest West Florence #tracknation"
5988,2,"Planned maintenance for the PlayStation Network scheduled for Monday, October 15th from 4AM to 4PM Pacific Time 7AM to 7PM Eastern#reminder"
5989,3,"Don't forget, Wednesday night is the weekly Amateur contest at Showgirls in Plant City. Come see me emcee! $300 cash prizes."
5990,3,5 page paper due tomorrow and what am I doing with my time? Watching the Animal Planet. #weeeeeee
5991,2,"SIU up 2 sets to 0 at Drake (25-16, 27-25), looking to keep sole possession of 4th place in MVC. just underway in the 3rd set"
5992,3,"Had a great conversation with a guy at 16th & Mission after he gave me his last book for World Book Day. It was nifty, dude!"
5993,2,Knicks vs Celtics is just a 3pt shootout New York has 9 and there's 5 mins left in the 2nd
5994,1,Don't get me on the topic of Andrew Breitbart again. I cried like a child last Saturday.
5995,1,"Oh wait if George Osborne gets shipped out to space on the B ark from Douglas Adams' book, he's going to demand an upgrade to 1st class..."
5996,3,#tbt a year ago tomorrow i would have met the amazing Christina Grimmie :) #takemeback http://instagr.am/p/Q8HTXHn5t7/ 
5997,2,"Thursday Night Football Open Thread - Buccaneers vs. Vikings: Tonight, the Tampa Bay Buccaneers will take on the... http://sbn.to/VKtSRy "
5998,2,"Free showing of the ""Lorax"" this Friday night after Trunk or Treat at J.P. Riddle Stadium. http://nixle.us/83JKT "
5999,3,Mark Martin: Morning! *Yawn* Good weekend so far? 'Like' this status if you're having a lazy Sunday or... http://fb.me/2trRC6Xuu 
6000,1,Cliff Avril leaves Detroit Lions game with back injury: Detroit Lions defensive end Cliff Avril left Sunday's game against the Minnes...
6001,1,Jack Welch and Mort Zuckerman are always on giving 'wisdom'. Isn't their business style part of what made this mess in the 1st. #leansix
6002,3,Best of luck to @IndianaStateVB at Illinois State tonight! Domination of the 2nd half of the MVC season starts tonight! #rolltimber
6003,3,"@abeer_farhat Vanessa's gonna be at the soccer field tomorrow, not the gym-- she forced me to tell you :)"
6004,3,Zionsville students did well on ISTEP! See the results and quotes from school superintendent Scott Robison in tomorrow's paper!
6005,3,(Native) America day is coming up next Thursday! @CHR1ST1NA_N and I are going all out. #JoinTheTribe #MySoulisNative
6006,3,Yeah I'm pretty sure I'm going to Selma tomorrow.
6007,2,"Australian Directioners, little things will be played on the radio at 5pm on Monday afternoon on the hits radio."
6008,2,"I dreamt I sat with @MaryRobinette at a Star Wars event, eating @Alinea's Lamb 86, watching James Lipton interview Ralph McQuarrie."
6009,2,Rattlestick recommends IMAGINING MADOFF! Check it out on Sunday at 3p at the JCC in Manhattan! More info at http://ow.ly/eyQoL 
6010,3,"@JimGellatly come with me, and you will see @theiqonsband, @Tijuana_Bibles, @Stone_Fox_Chase, and David Taylor at PivoPivo tomorrow night"
6011,2,Bbsr: Autorickshaw union calls for 12-hr strike tomorrow in the city protesting against fuel price hike and cap on LPG #Odisha
6012,2,"Pakistan to talk counterterrorism with US, Afghans: Pakistan's foreign minister revealed Thursday that her country would soon hold co..."
6013,2,The earliest you can complete your 2013-2014 FAFSA is January 1st and our priority deadline is March 1st. You must fill one out every year!
6014,2,"PlayStation Network maintenance on October 15: Services going offline, possibly to make way for the new PS Store... http://adf.ly/Db49D "
6015,3,"Tomorrow's Monday and I'm looking forward for it. Will be hanging out with an old Shatec friend of mine, Ying. Manhattan and ice-skating. :D"
6016,2,Walk folder has Monk charts/tracks @FantomK_Music ---- Quartet session this saturday --- listen to the record
6017,2,"And the new Tomb Raider has been given a release date, roll on March 5th."
6018,2,It is a big day in Henryville as students displaced by the March 2 tornadoes finally return to class at their new... http://dlvr.it/1yr1W4 
6019,2,"Australian Directioners! Up All Night Tour DVD will be posted tomorrow, you guys should be getting them some time on Friday or so."
6020,3,Dee Dee Ramone's exhibition of visual work opens tomorrow! Dee Dee & Shepard Fairey prints for sale at the opening! FRIDAY 8PM-11PM
6021,3,"Big Redd, Young Savage and Reed Dollaz will be on stage tomorrow night! Philly it's Going Down!!"
6022,2,Check out some live jazz music from David Taylor and Tom Ogunribido today from 12-2pm in the LPC Student Center 2nd floor dining area!
6023,1,"#Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE, Nasdaq, and the CBOE each lost about $1 million in ... http://ow.ly/2sYaOT "
6024,1,"Slept for about 11 hours. I seem to be in quite an odd mood. Ah well, @SoundersFC in play offs tonight (2am) and Jack White on Sunday!!!"
6025,2,"Gadkari on attack mode, says ready for any probe: BJP president Nitin Gadkari on Wednesday took on the Congress ... http://bit.ly/T4iSZA "
6026,3,the lovely @GBarlowofficial is apparently coming to St David's Hall in January. SWOOOOOOOOOOOOONNNNN
6027,3,"hoping Rob Elliot gets his chance too,as much as I love Harper, he was clearly off pace on Monday,Krul would have seen us win 2-0 #nufc #UEL"
6028,3,I'm ready to defend the 3 stars & a sun! Happy birthday sir Francis M! http://instagr.am/p/QVHxkonmaz/ 
6029,2,Just read an article...E L James is writing a 4th book in the 50 shades series
6030,2,Only 2 non-Chase drivers in the top 10 -- Kyle Busch in 4th and Mark Martin in 8th.#NASCAR
6031,2,Please remember that the deadline for the 1st Quarter Box Tops for Education and our Trash for Cash fundraiser is... http://fb.me/LRDC1ebf 
6032,2,"Top pct of rushing plays: SEA 54.70%, HOU 51.84%, WSH 51.07%, BUF 47.92%, SF 47.85%... #Bears are 9th with 47.04%"
6033,1,Weak D and a penalty set up a short TD run for Eastern. 'Cats 17-14 with 2:08 left in 1st half.
6034,3,Good win for NUFC. Nine changes to Sunday's team and still doing well. Got to keep this going now. #nufc
6035,2,"Baby stroller sale: Safety 1st Boost Air Protect Booster Car Seat, Dixie with cheap coupon code http://strollers.salesoff.us/safety-1st-boost-air-protect-booster-car-seat-dixie-with-cheap-coupon-code/ …"
6036,1,Men's latest bedroom worry: '50 Shades': E L James' 'Fifty Shades of Grey' may be supercharging the sex-drives o... http://tinyurl.com/8lumpfg 
6037,3,JETT LOUNGE THURSDAY NIGHT!!! it's gonna be HOT!!! come party with me and Kenny Smoove he is one of the hottest Producers and many more!!!
6038,2,##$$## Black Friday Deals Canon EF 70-300mm f/4-5.6 IS USM Zoom Lens with Hoya UV Filter + Hood + Accessory Kit for ... http://bit.ly/W0iQYH 
6039,3,Peter Whittingham now officially overtaken the mighty Roger Johnson as my favorite CCFC player ever! More of the same Tuesday please
6040,3,Trifecta will be performing at the 19th Green in Jeffersonville IN on Thursday Sept 6 @ 8pm! Come join the party!
6041,2,"...move the remaining teams to the D leagues, champion, moves up to the 16 team league & the 16th place team is bumped down to the D league"
6042,3,Physics professor just extended our assignment from 11:30 tonight to 11:30 tomorrow...I guess he isn't the only one drinking. #profgetcrunk
6043,2,"Muchoforex New Post - Utilities Stocks, Including Kinder Morgan, Making Big Moves on August 17.... Read it now at http://tinyurl.com/d2xquhh "
6044,2,"Timmonsville's Bubba Huggins endorses TOM RICE in the June 26, 7th Congressional District Republican primary RUN... http://fb.me/1CGRO10Y2 "
6045,2,SPC is bring Giuliana and Bill Rancic for Breast Cancer Awareness month on October 30th in the GC Ballrooms for a FREE event! Check out...
6046,3,I just found out that it's his birthday last Thursday.. :/ .... Belated Happy Birthday Francis M.. :]
6047,1,Steve Emerson on Sun News Network with Michael Coren - Political correctness has damaged all aspects of life http://www.investigativeproject.org/3753/steve-emerson-on-sun-news-network-with-michael#.UFjOdn8nLCw.twitter …
6048,2,"Arkansas State 3, UL 0 (10:29, 1st Quarter) Brian Davis nails a 47-yard FG on the Red Wolves opening drive of the game. #Cajuns"
6049,3,I hope yall not sleeping on the #Blackout Homecoming Party this Friday at Club Pulse. Shit is really bout to crinack.
6050,3,"My 1st tweet, chose you @KellyRipa, saw u in Banff, thankful our snow isn't as damaging as the weather you're dealing with! Keep safe & dry"
6051,2,@gm3ek Are you going to SJP tomorrow night pal?
6052,3,"Coaches like Gonzaga's chances - Mon, 29 Oct 2012 PST: Don't count the Zags out after their run of WCC basketball... http://dlvr.it/2PR84R "
6053,2,"Wednesday's Laugh: ESKOM: A little old lady answered a knock on the door one day, only to be confronted by a... http://fb.me/sTFpIa8Z "
6054,3,"Alright, just woke up, about to go ball. Open Lobby tonight and tomorrow, going to be going for crazy 100+s! *cough* Desert Eagle *cough* ;)"
6055,3,Creighton Volleyball leads 8-5 early in 2nd set. Match becomes even bigger with both Wichita St. & Missouri State down 0-1 at home tonight.
6056,3,@OliverLaaance Can't wait to see you guys tomorrow sa GT at SM Bacolod! :))
6057,3,Wilt Chamberlain 2 may be the best one
6058,2,B2ST's current nominated position for MAMA 2012 Best Male Group (5th place) Best Global Group (4th place) Artist of the Year (8th place)
6059,3,"Beloved, don't worry about tomorrow! Wake up every morning conscious of Jesus' supply. Joseph Prince"
6060,3,Just got back from school :) aaaggghhh he is 18. I've been having a spazzing attack the whole day :O National Bieber Day<3 @justinbieber :)
6061,2,| http://Goal.com  | Premier League Team of the Week: Van Persie makes cut for 10th time this season as Szcze... http://q.gs/yyyh 
6062,3,"RT'd Tweet: A bit of Sunday fun, shot in Whitstable, Kent and Muscat, Oman! 'Down Poured the Heavens': http://t.... http://bit.ly/SOy3WQ "
6063,2,Beenie Man will be performing at Echostage (DC Star) next friday for the HU Yardfest Afterparty (18+ event) contact @SocaYute for tickets
6064,2,Bashaara Graves had 17 points and 15 rebounds in her debut with Tennessee in an exhibition game on Thursday. She played 23 minutes.
6065,3,"OmegaPharma-Quickstep won Gold, with a little help from Compex! Watch out for Tony Martin (tomorrow) & Tom Boonen (Sunday). Fingers crossed!"
6066,2,"UFO Sighting: Black Triangle Sighting in Perryton, Texas on August 11th 2012 - Dark triangle shape across the sk... http://bit.ly/Y1Aw3h "
6067,3,We're thrilled that Grandpa's Workshop is a main feature in the Education category of the App Store for a 2nd week! http://bit.ly/grandpasworkshop …
6068,2,"Iditarod Check-In: It's 8:45AM AK Time, where are you @? DeeDee Jonrowe mushes on a swamp as the sun sets... http://fb.me/1Ff6BBjzR "
